,Type,Fund,Institution,City,State,Country,Grant,Purpose,year,currency,grant_sum,conversion_rate,usd
51,Social Services,German Government,Representative Office of the American Jewish Joint Distribution Committee,Moscow,,Russia and Eastern Former Soviet Republics,"$25,215,806 ",Toward in-home services for vulnerable Jewish Nazi victims as operated by the Hesed organizations in the Moscow region.,2015,USD,25215806,1.0,25215806.0
52,Social Services,German Government,Representative Office of the American Jewish Joint Distribution Committee,Moscow,,Russia and Eastern Former Soviet Republics,"$481,627 ",Toward in-home services for vulnerable Jewish Nazi victims as operated by the Hesed organizations in the Novosibirsk region.,2015,USD,481627,1.0,481627.0
53,Social Services,German Government,Representative Office of the American Jewish Joint Distribution Committee,Moscow,,Russia and Eastern Former Soviet Republics,"$2,428,476 ",Toward in-home services for vulnerable Jewish Nazi victims as operated by the Hesed organizations in the Rostov-on-Don region.,2015,USD,2428476,1.0,2428476.0
54,Social Services,German Government,Representative Office of the American Jewish Joint Distribution Committee,Moscow,,Russia and Eastern Former Soviet Republics,"$7,041,689 ",Toward in-home services for vulnerable Jewish Nazi victims as operated by the Hesed organizations in the St. Petersburg region.,2015,USD,7041689,1.0,7041689.0
55,Social Services,German Government,Federation of Jewish Communities in Serbia,Belgrade,,Serbia,"$841,021 ",,2015,USD,841021,1.0,841021.0
56,Social Services,German Government,Central Union of Jewish Religious Communities in the Slovak Republic,Bratislava,,Slovakia,"$1,292,116 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,1292116,1.0,1292116.0
57,Social Services,German Government,Swiss Jewish Welfare Organization,Zurich,,Switzerland,"$398,769 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,398769,1.0,398769.0
58,Social Services,German Government,International Public Organization Center-American Joint Distribution Committee in Kiev,Kiev,,Ukraine,"$5,026,719 ",Toward in-home services for vulnerable Jewish Nazi victims as operated by the Hesed organizations in the Dnepropetrovsk region.,2015,USD,5026719,1.0,5026719.0
59,Social Services,German Government,International Public Organization Center-American Joint Distribution Committee in Kiev,Kiev,,Ukraine,"$2,912,211 ",Toward in-home services for vulnerable Jewish Nazi victims as operated by the Hesed organizations in the Kharkov region.,2015,USD,2912211,1.0,2912211.0
60,Social Services,German Government,International Public Organization Center-American Joint Distribution Committee in Kiev,Kiev,,Ukraine,"$9,962,492 ",Toward in-home services for vulnerable Jewish Nazi victims as operated by the Hesed organizations in the Kiev region.,2015,USD,9962492,1.0,9962492.0
61,Social Services,German Government,International Public Organization Center-American Joint Distribution Committee in Kiev,Kiev,,Ukraine,"$3,647,310 ",Toward in-home services for vulnerable Jewish Nazi victims as operated by the Hesed organizations in the Odessa region.,2015,USD,3647310,1.0,3647310.0
62,Social Services,German Government,Jewish Family & Children's Service of Southern Arizona,Tucson,AZ,United States,"$380,396 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,380396,1.0,380396.0
63,Social Services,German Government,Jewish Family and Children's Services of the East Bay,Berkeley,CA,United States,"$240,055 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,240055,1.0,240055.0
64,Social Services,German Government,Jewish Federation and Family Services of Orange County,Irvine,CA,United States,"$624,849 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,624849,1.0,624849.0
65,Social Services,German Government,Jewish Family Service of Los Angeles,Los Angeles,CA,United States,"$5,576,514 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,5576514,1.0,5576514.0
66,Social Services,German Government,Jewish Family Services of Silicon Valley,Los Gatos,CA,United States,"$216,458 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,216458,1.0,216458.0
67,Social Services,German Government,Jewish Family Service of San Diego,San Diego,CA,United States,"$627,104 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,627104,1.0,627104.0
68,Social Services,German Government,Jewish Family and Children's Services of San Francisco,San Francisco,CA,United States,"$2,202,462 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,2202462,1.0,2202462.0
69,Social Services,German Government,Jewish Family Service of Colorado,Denver,CO,United States,"$510,055 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,510055,1.0,510055.0
70,Social Services,German Government,Jewish Family Services of Greater Hartford,West Hartford,CT,United States,"$402,646 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,402646,1.0,402646.0
71,Social Services,German Government,Ruth & Norman Rales Jewish Family Services,Boca Raton,FL,United States,"$2,540,409 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,2540409,1.0,2540409.0
72,Social Services,German Government,Gulf Coast Jewish Family & Community Services,Clearwater,FL,United States,"$735,877 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,735877,1.0,735877.0
73,Social Services,German Government,Jewish Community Services of South Florida,Miami,FL,United States,"$7,462,006 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,7462006,1.0,7462006.0
74,Social Services,German Government,Jewish Family Service of Broward County,Plantation,FL,United States,"$9,103,447 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,9103447,1.0,9103447.0
75,Social Services,German Government,Ferd & Gladys Alpert Jewish Family & Children's Service,West Palm Beach,FL,United States,"$2,819,852 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,2819852,1.0,2819852.0
76,Social Services,German Government,Jewish Family and Career Services,Atlanta,GA,United States,"$485,518 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,485518,1.0,485518.0
77,Social Services,German Government,Jewish Federation of Metropolitan Chicago,Chicago,IL,United States,"$1,056,192 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,1056192,1.0,1056192.0
78,Social Services,German Government,Jewish Family and Children's Service of Greater Boston,Waltham,MA,United States,"$587,040 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,587040,1.0,587040.0
79,Social Services,German Government,Jewish Community Services,Baltimore,MD,United States,"$1,410,388 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,1410388,1.0,1410388.0
80,Social Services,German Government,Jewish Social Service Agency,Rockville,MD,United States,"$1,515,545 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,1515545,1.0,1515545.0
81,Social Services,German Government,Jewish Family Service of Metropolitan Detroit,West Bloomfield,MI,United States,"$2,459,705 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,2459705,1.0,2459705.0
82,Social Services,German Government,Jewish Family and Children's Service of Minneapolis,Minnetonka,MN,United States,"$344,529 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,344529,1.0,344529.0
83,Social Services,German Government,Association of Jewish Family Service Agencies,Elizabeth,NJ,United States,"$6,437,238 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,6437238,1.0,6437238.0
84,Social Services,German Government,Jewish Family Service Agency of Las Vegas,Las Vegas,NV,United States,"$156,185 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,156185,1.0,156185.0
85,Social Services,German Government,United Jewish Organizations of Williamsburg,Brooklyn,NY,United States,"$3,113,900 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,3113900,1.0,3113900.0
86,Social Services,German Government,Jewish Community Council of Greater Coney Island,Brooklyn,NY,United States,"$7,135,245 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,7135245,1.0,7135245.0
87,Social Services,German Government,Guardians of the Sick / Bikur Cholim Hesed Organization,Brooklyn,NY,United States,"$3,820,578 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,3820578,1.0,3820578.0
88,Social Services,German Government,Bikur Cholim of Rockland County,Monsey,NY,United States,"$512,123 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,512123,1.0,512123.0
89,Social Services,German Government,Selfhelp Community Services,New York,NY,United States,"$7,786,958 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,7786958,1.0,7786958.0
90,Social Services,German Government,Blue Card,New York,NY,United States,"$827,723 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,827723,1.0,827723.0
91,Social Services,German Government,Metropolitan Council on Jewish Poverty,New York,NY,United States,"$586,191 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,586191,1.0,586191.0
92,Social Services,German Government,Community Improvement Council,Spring Valley,NY,United States,"$259,643 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,259643,1.0,259643.0
93,Social Services,German Government,Rockland Jewish Family Service,West Nyack,NY,United States,"$740,751 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,740751,1.0,740751.0
94,Social Services,German Government,Jewish Family Service Association of Cleveland,Beachwood,OH,United States,"$2,153,643 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,2153643,1.0,2153643.0
95,Social Services,German Government,Jewish Family Service of Greater Cincinnati,Cincinnati,OH,United States,"$1,184,722 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,1184722,1.0,1184722.0
96,Social Services,German Government,Jewish Family Services,Columbus,OH,United States,"$150,498 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,150498,1.0,150498.0
97,Social Services,German Government,Jewish Family and Child Service,Portland,OR,United States,"$511,675 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,511675,1.0,511675.0
98,Social Services,German Government,Jewish Family and Children's Service of Greater Philadelphia,Philadelphia,PA,United States,"$2,306,835 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,2306835,1.0,2306835.0
99,Social Services,German Government,Jewish Family & Children's Service of Pittsburgh,Pittsburgh,PA,United States,"$185,731 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,185731,1.0,185731.0
100,Social Services,German Government,Jewish Family Service of Greater Dallas,Dallas,TX,United States,"$144,000 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,144000,1.0,144000.0
101,Social Services,German Government,Jewish Family Service of Houston,Houston,TX,United States,"$333,563 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,333563,1.0,333563.0
102,Social Services,German Government,Jewish Family Service,Seattle,WA,United States,"$270,975 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,270975,1.0,270975.0
103,Social Services,German Government,Fundacion Tzedaka del Uruguay,Montevideo,,Uruguay,"$112,174 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,112174,1.0,112174.0
104,Social Services,German Government,Hesed Yeoshua,"Tashkent, Uzbekistan",,Russia and Eastern Former Soviet Republics,"$428,832 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,428832,1.0,428832.0
105,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family & Child Service,Toronto,ON,Canada,"$80,406 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2015,USD,80406,1.0,80406.0
106,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Cummings Jewish Centre for Seniors,Montreal,QC,Canada,"$197,979 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2015,USD,197979,1.0,197979.0
107,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family & Children's Service of Southern Arizona,Tucson,AZ,United States,"$19,536 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2015,USD,19536,1.0,19536.0
108,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family and Children's Services of the East Bay,Berkeley,CA,United States,"$10,078 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2015,USD,10078,1.0,10078.0
109,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family Service of Los Angeles,Los Angeles,CA,United States,"$195,326 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2015,USD,195326,1.0,195326.0
110,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family Services of Silicon Valley,Los Gatos,CA,United States,"$10,750 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2015,USD,10750,1.0,10750.0
111,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family Service of San Diego,San Diego,CA,United States,"$34,888 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2015,USD,34888,1.0,34888.0
112,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund,Jewish Family and Children's Services of San Francisco,San Francisco,CA,United States,"$109,250 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2015,USD,109250,1.0,109250.0
